domain,support_seed,arm,variant,condition,temperature,count,macro_f1,balanced_accuracy,nll,brier,ece
hospital_2,0,lora1,raw,jpeg40,1.1246826503806984,60,0.3939393939393939,0.5166666666666667,0.7396342297276526,0.542038861868806,0.15776944253488595
hospital_2,0,lora1,temperature,jpeg40,1.1246826503806984,60,0.3939393939393939,0.5166666666666667,0.7264498989506986,0.5310977376625459,0.15759336078781416
hospital_2,0,lora1,raw,jpeg70,1.1246826503806984,60,0.3693367162015223,0.5166666666666667,0.7627353062250978,0.5622493674400373,0.15138640963847752
hospital_2,0,lora1,temperature,jpeg70,1.1246826503806984,60,0.3693367162015223,0.5166666666666667,0.7482248051112753,0.550374457848254,0.1346490829381471
hospital_2,0,lora4,raw,clean,0.6699308783156555,60,0.7643097643097643,0.7666666666666666,0.7418597296655516,0.38864777571493014,0.16548379394331458
hospital_2,0,lora4,temperature,clean,0.6699308783156555,60,0.7643097643097643,0.7666666666666666,0.9903686590000463,0.40887178538778524,0.18974755514773572
hospital_2,0,lora4,raw,gaussian4,0.6699308783156555,60,0.7321428571428572,0.7333333333333334,0.8017216575884188,0.4218989502720706,0.17887192217579526
hospital_2,0,lora4,temperature,gaussian4,0.6699308783156555,60,0.7321428571428572,0.7333333333333334,1.078757762808778,0.4462071429143563,0.19722793411995238
hospital_2,0,lora4,raw,gaussian8,0.6699308783156555,60,0.7493734335839599,0.75,0.7667261372246762,0.3939714152813537,0.16630714267011487
hospital_2,0,lora4,temperature,gaussian8,0.6699308783156555,60,0.7493734335839599,0.75,1.0309078377023742,0.41700936515576065,0.2143249351604284
hospital_2,0,lora4,raw,jpeg40,0.6699308783156555,60,0.5604395604395604,0.6,1.3267698787657358,0.677407345661313,0.32797738067279913
hospital_2,0,lora4,temperature,jpeg40,0.6699308783156555,60,0.5604395604395604,0.6,1.876503853968071,0.7197928537927837,0.36489708796977505
hospital_2,0,lora4,raw,jpeg70,0.6699308783156555,60,0.5911111111111111,0.6166666666666667,1.216021339652324,0.6219358737713386,0.30506737669869943
hospital_2,0,lora4,temperature,jpeg70,0.6699308783156555,60,0.5911111111111111,0.6166666666666667,1.6829627819190383,0.6606081510278344,0.31814404932465973
hospital_2,0,aperture,raw,clean,0.7962143411069947,60,0.48412698412698413,0.5666666666666667,0.624662085981469,0.4390030472541533,0.11200783252882927
hospital_2,0,aperture,temperature,clean,0.7962143411069947,60,0.48412698412698413,0.5666666666666667,0.6323353742398875,0.4458479064638702,0.13784534138882387
hospital_2,0,aperture,raw,gaussian4,0.7962143411069947,60,0.576379974326059,0.6333333333333333,0.6366083953158507,0.44661011778675225,0.03759281829080189
hospital_2,0,aperture,temperature,gaussian4,0.7962143411069947,60,0.576379974326059,0.6333333333333333,0.6485124643230725,0.4534430423863321,0.06009456468992046
hospital_2,0,aperture,raw,gaussian8,0.7962143411069947,60,0.45546218487394957,0.55,0.6774461640105198,0.48548199211562765,0.11676756125953133
hospital_2,0,aperture,temperature,gaussian8,0.7962143411069947,60,0.45546218487394957,0.55,0.6997427229197096,0.5012818693237839,0.1407308957831171
hospital_2,0,aperture,raw,jpeg40,0.7962143411069947,60,0.55,0.6,0.6857704659275914,0.4911603705357849,0.12799689520673826
hospital_2,0,aperture,temperature,jpeg40,0.7962143411069947,60,0.55,0.6,0.7120016749021248,0.5077516688018637,0.1013280779246967
hospital_2,0,aperture,raw,jpeg70,0.7962143411069947,60,0.45054945054945056,0.5,0.6959267370776764,0.5020666648443337,0.14314461364619482
hospital_2,0,aperture,temperature,jpeg70,0.7962143411069947,60,0.45054945054945056,0.5,0.7166223046611894,0.5177529241470971,0.16825418841362988
